"movie_title","genres","language","content_rating","title_year","imdb_score"
"Show Boat ","Drama|Family|Musical|Romance","English","Approved",1951,7
"Redemption Road ","Drama","English","PG-13",2010,5.9
"The Calling ","Thriller","English","R",2014,5.8
"The Brave Little Toaster ","Adventure|Animation|Comedy|Family|Fantasy|Musical","English","Not Rated",1987,7.3
"Fantasia ","Animation|Family|Fantasy|Music","English","G",1940,7.8
"The French Connection ","Action|Crime|Drama|Thriller","English","R",1971,7.8
"8 Days ","Drama|Thriller","English","PG-13",2014,6.9
"Friday the 13th Part III ","Horror|Thriller","English","R",1982,5.7
"Friday the 13th: A New Beginning ","Horror|Mystery|Thriller","English","R",1985,4.7
"The Last Sin Eater ","Drama","English","PG-13",2007,5.9
"Do You Believe? ","Drama","English","PG-13",2015,5.9
"Impact Point ","Thriller","English","R",2008,4.3
"The Valley of Decision ","Drama","English","Passed",1945,7.5
"Eden ","Drama|Thriller","English","R",2015,4.8
"Chicken Tikka Masala ","Comedy|Drama|Romance","English","",2005,5.8
"Always Woodstock ","Comedy|Music|Romance","English","",2014,5.3
"Jack Brooks: Monster Slayer ","Action|Comedy|Horror","English","R",2007,6
"The Best Years of Our Lives ","Drama|Romance|War","English","Not Rated",1946,8.1
"Bully ","Biography|Crime|Drama","English","R",2001,7
"Elling ","Comedy|Drama","Norwegian","R",2001,7.6
"Mi America ","Crime|Drama","English","R",2015,7.2
"[Rec] ","Horror","Spanish","R",2007,7.5
"Lies in Plain Sight ","Drama","English","TV-PG",2010,6.3
"Sharkskin ","Comedy|Drama|Mystery|Romance|Thriller","English","",2015,6.7
"Containment ","Horror|Sci-Fi|Thriller","English","",2015,4.8
"The Timber ","Adventure|Drama|Western","English","",2015,5.5
"From Russia with Love ","Action|Adventure|Thriller","English","Approved",1963,7.5
"The Toxic Avenger Part II ","Action|Comedy|Horror|Sci-Fi","English","R",1989,5.1
"In the Heat of the Night             ","Crime|Drama|Mystery","English","",NA,7.4
"Sleeper ","Comedy|Sci-Fi","English","PG",1973,7.3
"It Follows ","Horror|Mystery","English","R",2014,6.9
"Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ","Comedy","English","R",1972,6.8
"To Kill a Mockingbird ","Crime|Drama","English","Not Rated",1962,8.4
"Mad Max 2: The Road Warrior ","Action|Adventure|Sci-Fi|Thriller","English","R",1981,7.6
"The Legend of Drunken Master ","Action|Comedy","Cantonese","R",1994,7.6
"Lolita ","Crime|Drama|Romance","English","Not Rated",1962,7.7
"Boys Don't Cry ","Biography|Crime|Drama|Romance","English","R",1999,7.6
"Silent House ","Drama|Horror|Mystery|Thriller","English","R",2011,5.3
"The Lives of Others ","Drama|Thriller","German","R",2006,8.5
"Courageous ","Drama","English","PG-13",2011,7
"The Hustler ","Drama|Sport","English","Unrated",1961,8
"Boom Town ","Adventure|Drama|Romance|Western","English","Passed",1940,7.1
"The Triplets of Belleville ","Animation|Comedy|Drama","French","PG-13",2003,7.8
"Smoke Signals ","Comedy|Drama","English","PG-13",1998,7.2
"American Splendor ","Biography|Comedy|Drama","English","R",2003,7.5
"Before Sunset ","Drama|Romance","English","R",2004,8
"Amores Perros ","Drama|Thriller","Spanish","R",2000,8.1
"Thirteen ","Drama","English","R",2003,6.8
"Gentleman's Agreement ","Drama|Romance","English","Approved",1947,7.4
"Winter's Bone ","Drama","English","R",2010,7.2
"Touching the Void ","Adventure|Documentary|Drama|Sport","English","R",2003,8.1
"Alexander's Ragtime Band ","Drama|Musical|Romance","English","Approved",1938,7
"Me and You and Everyone We Know ","Comedy|Drama","English","R",2005,7.4
"Inside Job ","Crime|Documentary","English","PG-13",2010,8.3
"We Are Your Friends ","Drama|Music|Romance","English","R",2015,6.1
"Ghost Dog: The Way of the Samurai ","Action|Crime|Drama|Thriller","English","R",1999,7.5
"Harsh Times ","Action|Crime|Drama|Thriller","English","R",2005,7
"Captive ","Crime|Drama|Thriller","English","PG-13",2015,5.3
"Full Frontal ","Comedy|Romance","English","R",2002,4.7
"Witchboard ","Horror|Mystery|Thriller","English","R",1986,5.7
"Strangers with Candy             ","Comedy","English","TV-14",NA,8.1
"Hamlet ","Drama","English","PG-13",1996,7.8
"Shortbus ","Comedy|Drama|Romance","English","Unrated",2006,6.5
"Waltz with Bashir ","Animation|Biography|Documentary|Drama|History|War","Hebrew","R",2008,8
"The Book of Mormon Movie, Volume 1: The Journey ","Adventure","English","PG-13",2003,3.3
"No End in Sight ","Documentary|War","English","",2007,8.3
"The Diary of a Teenage Girl ","Drama|Romance","English","R",2015,6.9
"Get Real             ","Comedy|Drama|Romance","English","",NA,7.3
"In the Shadow of the Moon ","Documentary|History","English","PG",2007,8.1
"Meek's Cutoff ","Drama|Western","English","PG",2010,6.5
"Inside Deep Throat ","Biography|Documentary|History","English","NC-17",2005,6.8
"Dinner Rush ","Crime|Drama|Romance","English","R",2000,7.3
"Clockwatchers ","Comedy|Drama","English","PG-13",1997,6.4
"The Virginity Hit ","Comedy","English","R",2010,4.6
"Subway ","Comedy|Drama|Thriller","French","R",1985,6.5
"House of D ","Comedy|Drama","English","PG-13",2004,7
"Teeth ","Comedy|Fantasy|Horror|Thriller","English","R",2007,5.4
"Six-String Samurai ","Action|Adventure|Comedy|Drama|Music|Sci-Fi","English","PG-13",1998,6.7
"Hum To Mohabbat Karega ","Action|Comedy|Romance|Thriller","Hindi","",2000,2.8
"It's All Gone Pete Tong ","Biography|Comedy|Drama|Music","English","R",2004,7.4
"Saint John of Las Vegas ","Comedy|Drama","English","R",2009,5.8
"24 7: Twenty Four Seven ","Comedy|Drama|Romance|Sport","English","R",1997,7.1
"Stonewall ","Drama","English","R",2015,4.5
"Eureka             ","Comedy|Drama|Sci-Fi","English","TV-14",NA,7.9
"Roadside Romeo ","Animation|Comedy|Family|Romance","Hindi","PG",2008,5.3
"This Thing of Ours ","Crime|Drama","English","Not Rated",2003,5.4
"The Lost Medallion: The Adventures of Billy Stone ","Adventure|Family|Fantasy","English","PG",2013,4.8
"The Last Five Years ","Comedy|Drama|Musical|Romance","English","PG-13",2014,5.9
"The Missing Person ","Drama","English","",2009,6.2
"Return of the Living Dead III ","Horror|Romance|Sci-Fi","English","R",1993,5.9
"London ","Drama|Romance","English","R",2005,6.6
"Sherrybaby ","Drama","English","R",2006,6.6
"Stealing Harvard ","Comedy|Crime","English","PG-13",2002,5.1
"Circle ","Drama|Horror|Mystery|Sci-Fi|Thriller","English","Not Rated",2015,6
"Eden Lake ","Horror|Thriller","English","R",2008,6.8
"Plush ","Thriller","English","R",2013,5.4
"Vampire Killers ","Action|Comedy|Fantasy|Horror","English","R",2009,5.2
"Gangster's Paradise: Jerusalema ","Action|Crime|Drama","English","R",2008,7.8
"Freeze Frame ","Crime|Drama|Thriller","English","R",2004,6.4
"Grave Encounters ","Horror","English","Not Rated",2011,6.1
"Stitches ","Comedy|Horror","English","R",2012,5.7
"Nine Dead ","Crime|Drama|Horror|Mystery|Thriller","English","R",2010,5.5
"To Be Frank, Sinatra at 100 ","Documentary","English","",2015,7.4
"Bananas ","Comedy","English","GP",1971,7.1
"Supercapitalist ","Thriller","English","Not Rated",2012,3.9
"Rockaway ","Action|Crime|Drama|Thriller","English","R",2007,4.6
"Wings             ","Comedy|Drama","English","",NA,7.3
"The Lady from Shanghai ","Crime|Drama|Film-Noir|Mystery|Thriller","English","Not Rated",1947,7.7
"No Man's Land: The Rise of Reeker ","Horror|Thriller","English","R",2008,4.9
"Highway ","Crime|Drama","English","R",2002,6.3
"Small Apartments ","Comedy|Crime|Drama","English","R",2012,6.1
"Coffee Town ","Comedy","English","",2013,6.6
"The Ghastly Love of Johnny X ","Comedy|Fantasy|Musical|Sci-Fi","English","Not Rated",2012,5.7
"All Is Bright ","Comedy|Drama","English","R",2013,5.6
"The Torture Chamber of Dr. Sadism ","Horror|Mystery","German","M",1967,6
"Straight A's ","Comedy|Drama","English","R",2013,5.7
"A Funny Thing Happened on the Way to the Forum ","Comedy|Musical","English","Approved",1966,7
"Slacker Uprising ","Documentary","English","",2007,5.3
"The Legend of Hell's Gate: An American Conspiracy ","Action|Adventure|History|Western","English","PG-13",2011,4.4
"The Walking Deceased ","Comedy|Horror","English","R",2015,3.4
"The Curse of Downers Grove ","Drama|Horror|Mystery|Thriller","English","",2015,4.5
"Shark Lake ","Thriller","English","Not Rated",2015,3.4
"River's Edge ","Crime|Drama","English","R",1986,7.1
"Northfork ","Drama|Fantasy","English","PG-13",2003,6.4
"The Marine 4: Moving Target ","Action|Thriller","English","R",2015,5.2
"Buried ","Drama|Mystery|Thriller","English","R",2010,7
"Submarine ","Comedy|Drama|Romance","English","R",2010,7.3
"The Square ","Documentary|Drama|History|News","Arabic","Not Rated",2013,8.1
"One to Another ","Drama","French","Unrated",2006,5.8
"Carrie ","Drama|Fantasy|Horror","English","R",2013,5.9
"ABCD (Any Body Can Dance) ","Drama|Musical","Hindi","Not Rated",2013,6.4
"A Nightmare on Elm Street ","Horror","English","X",1984,7.5
"Man on Wire ","Biography|Crime|Documentary|History|Thriller","English","PG-13",2008,7.8
"Abandoned ","Drama","English","",2015,6.3
"Brotherly Love ","Drama","English","R",2015,7.2
"The Last Exorcism ","Drama|Horror|Thriller","English","PG-13",2010,5.6
"Nowhere Boy ","Biography|Drama|Music","English","R",2009,7.2
"A Streetcar Named Desire ","Drama","English","PG",1951,8
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ","Comedy","English","PG",1964,8.5
"El crimen del padre Amaro ","Drama|Romance","Spanish","R",2002,6.8
"Beasts of the Southern Wild ","Drama|Fantasy","English","PG-13",2012,7.3
"Battle for the Planet of the Apes ","Action|Sci-Fi","English","G",1973,5.5
"Songcatcher ","Drama|Music","English","PG-13",2000,7.3
"Higher Ground ","Drama","English","R",2011,6.3
"Vaalu ","Comedy|Romance","Tamil","",2015,5.1
"The Greatest Movie Ever Sold ","Comedy|Documentary","English","PG-13",2011,6.6
"Ed and His Dead Mother ","Comedy|Horror","English","PG-13",1993,6.1
"Travelers and Magicians ","Adventure|Drama","Dzongkha","",2003,7.5
"Hang 'Em High ","Western","English","M",1968,7
"Deadline - U.S.A. ","Crime|Drama|Film-Noir","English","",1952,7.2
"Sublime ","Horror|Thriller","English","R",2007,5.3
"A Beginner's Guide to Snuff ","Comedy|Horror|Thriller","English","",2016,8.7
"Independence Daysaster ","Action|Sci-Fi","English","PG-13",2013,3.4
"Dysfunctional Friends ","Comedy|Drama","English","Not Rated",2012,5.4
"Run Lola Run ","Crime|Drama","German","R",1998,7.8
"May ","Drama|Horror","English","R",2002,6.7
"Against the Wild ","Adventure|Family","English","PG",2013,4.7
"Living Dark: The Story of Ted the Caver ","Horror","English","PG-13",2013,6.3
"Under the Same Moon ","Adventure|Drama","Spanish","PG-13",2007,7.4
"Conquest of the Planet of the Apes ","Action|Sci-Fi","English","PG",1972,6.1
"In the Bedroom ","Crime|Drama","English","R",2001,7.5
"I Spit on Your Grave ","Horror|Thriller","English","R",2010,6.3
"Happy, Texas ","Comedy|Crime|Romance","English","PG-13",1999,6.3
"My Summer of Love ","Drama|Romance","English","R",2004,6.8
"The Lunchbox ","Drama|Romance","Hindi","PG",2013,7.8
"Yes ","Drama|Romance","English","R",2004,6.9
"You Can't Take It with You ","Comedy|Drama|Romance","English","Approved",1938,8
"From Here to Eternity ","Drama|Romance|War","English","Not Rated",1953,7.8
"She Wore a Yellow Ribbon ","Western","English","Unrated",1949,7.4
"Grace Unplugged ","Drama|Music","English","PG",2013,6.1
"Foolish ","Comedy|Drama","English","R",1999,4.3
"N-Secure ","Crime|Drama|Thriller","English","R",2010,3.5
"Caramel ","Comedy|Drama|Romance","Arabic","PG",2007,7.2
"Out of the Dark ","Horror|Thriller","English","R",2014,4.7
"The Bubble ","Comedy|Drama|Romance","Hebrew","Unrated",2006,7.3
"The Conversation ","Drama|Mystery|Thriller","English","PG",1974,7.9
"Dil Jo Bhi Kahey... ","Romance","English","",2005,5.1
"Mississippi Mermaid ","Crime|Drama|Romance","French","R",1969,7.2
"I Love Your Work ","Drama|Mystery","English","R",2003,5.4
"Cabin Fever ","Horror","English","Not Rated",2016,3.7
"Dawn of the Dead ","Action|Horror|Thriller","English","R",2004,7.4
"Waitress ","Comedy|Drama|Romance","English","PG-13",2007,7.1
"Bloodsport ","Action|Biography|Drama|Sport","English","R",1988,6.8
"Mr. Smith Goes to Washington ","Comedy|Drama","English","Not Rated",1939,8.2
"Kids ","Drama","English","",1995,7
"The Squid and the Whale ","Comedy|Drama","English","R",2005,7.4
"Kissing Jessica Stein ","Comedy|Drama|Romance","English","R",2001,6.7
"A Woman, a Gun and a Noodle Shop ","Comedy|Drama","Mandarin","R",2009,5.7
"Kickboxer: Vengeance ","Action","","",2016,9.1
"Spellbound ","Film-Noir|Mystery|Romance|Thriller","English","Unrated",1945,7.6
"Exotica ","Drama|Mystery|Romance","English","R",1994,7.2
"Buffalo '66 ","Comedy|Crime|Drama|Romance","English","R",1998,7.5
"Insidious ","Fantasy|Horror|Mystery|Thriller","English","PG-13",2010,6.8
"Repo Man ","Comedy|Crime|Sci-Fi|Thriller","English","R",1984,6.9
"Nine Queens ","Crime|Drama|Thriller","Spanish","R",2000,7.9
"The Gatekeepers ","Documentary|War","Hebrew","PG-13",2012,7.6
"The Ballad of Jack and Rose ","Drama","English","R",2005,6.7
"The To Do List ","Comedy|Romance","English","R",2013,5.8
"Killing Zoe ","Crime|Drama|Thriller","English","R",1993,6.5
"The Believer ","Drama","English","R",2001,7.2
"Snow Angels ","Drama|Romance","English","R",2007,6.9
"Unsullied ","Action|Horror|Thriller","English","R",2014,5.5
"Session 9 ","Horror|Mystery","English","R",2001,6.5
"I Want Someone to Eat Cheese With ","Comedy|Romance","English","R",2006,6.2
"Mooz-Lum ","Drama|Family","English","PG-13",2010,6.7
"Hatchet ","Comedy|Horror","English","R",2006,5.7
"Modern Times ","Comedy|Drama|Family","English","G",1936,8.6
"Stolen Summer ","Drama","English","PG",2002,6.5
"My Name Is Bruce ","Comedy|Fantasy","English","R",2007,6.3
"The Salon ","Comedy|Drama","English","PG-13",2005,4.3
"Road Hard ","Comedy","English","",2015,6.1
"Forty Shades of Blue ","Drama|Music|Romance","English","R",2005,6
"Amigo ","Drama|War","English","R",2010,5.8
"Pontypool ","Fantasy|Horror","English","Not Rated",2008,6.7
"Trucker ","Drama","English","R",2008,6.7
"Me You and Five Bucks ","Comedy|Drama|Romance","English","",2015,7.6
"The Lords of Salem ","Drama|Fantasy|Horror|Thriller","English","R",2012,5.1
"Housebound ","Comedy|Horror|Mystery","English","Not Rated",2014,6.8
"Wal-Mart: The High Cost of Low Price ","Documentary","English","Not Rated",2005,6.8
"Fetching Cody ","Drama|Fantasy|Romance","English","",2005,6.8
"Once Upon a Time in Queens ","Comedy|Drama","English","R",2013,6.3
"Closer to the Moon ","Comedy|Drama","English","Not Rated",2014,7.1
"Mutant World ","Sci-Fi","English","",2014,2.8
"Growing Up Smith ","Comedy|Drama|Family","English","PG-13",2015,8.2
"Checkmate ","Action|Crime|Thriller","English","",2015,3.1
"Jack Reacher ","Action|Crime|Mystery|Thriller","English","PG-13",2012,7
"#Horror ","Drama|Horror|Mystery|Thriller","English","Not Rated",2015,3.3
"Wind Walkers ","Action|Horror|Thriller","English","R",2015,3.6
"Snow White and the Seven Dwarfs ","Animation|Family|Fantasy|Musical","English","Approved",1937,7.7
"The Holy Girl ","Drama","Spanish","R",2004,6.7
"Shalako ","Western","English","PG",1968,5.5
"Incident at Loch Ness ","Adventure|Comedy|Horror","English","PG-13",2004,6.6
"The Dog Lover ","Drama","English","PG",2016,4.8
"Girl House ","Horror|Thriller","English","",2014,5.5
"The Blue Room ","Crime|Romance|Thriller","French","R",2014,6.3
"House at the End of the Drive ","Horror|Thriller","English","R",2014,6.9
"Batman: The Movie ","Adventure|Comedy|Family","English","Approved",1966,6.5
"Lock, Stock and Two Smoking Barrels ","Comedy|Crime","English","R",1998,8.2
"The Ballad of Gregorio Cortez ","Western","English","",1982,7.1
"The Streets of San Francisco             ","Action|Crime|Drama|Mystery","English","",NA,7.3
"The Celebration ","Drama","Danish","R",1998,8.1
"Trees Lounge ","Comedy|Drama","English","R",1996,7.2
"Journey from the Fall ","Drama","Vietnamese","R",2006,7.4
"The Basket ","Drama","English","PG",1999,6.5
"Eddie: The Sleepwalking Cannibal ","Comedy|Horror","English","Not Rated",2012,5.7
"Mercury Rising ","Action|Crime|Drama|Thriller","English","R",1998,6.1
"Space: Above and Beyond             ","Drama|Sci-Fi","English","",NA,7.7
"Queen of the Mountains ","Action|Biography|Drama|History","English","PG-13",2014,8.7
"Def-Con 4 ","Action|Sci-Fi","English","R",1985,4.3
"The Hebrew Hammer ","Comedy","English","R",2003,6.2
"Neal 'N' Nikki ","Comedy|Musical|Romance","English","",2005,3.3
"The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ","Comedy","English","R",2010,2.7
"Forget Me Not ","Horror|Romance|Thriller","English","R",2009,5.2
"Rebecca ","Drama|Film-Noir|Mystery|Thriller","English","Not Rated",1940,8.2
"Friday the 13th Part 2 ","Horror|Mystery|Thriller","English","R",1981,6.1
"The Lost Weekend ","Drama|Film-Noir","English","Not Rated",1945,8
"C.H.U.D. ","Horror|Sci-Fi","English","R",1984,5.5
"Filly Brown ","Drama|Music","English","R",2012,5.7
"The Lion of Judah ","Animation","English","PG",2011,3.7
"Niagara ","Crime|Film-Noir|Thriller","English","Approved",1953,7.1
"How Green Was My Valley ","Drama|Family","English","Approved",1941,7.8
"The Girlfriend Experience             ","Drama","English","TV-MA",NA,7.3
"Da Sweet Blood of Jesus ","Comedy|Romance|Thriller","English","",2014,4.1
"Sex, Lies, and Videotape ","Drama","English","R",1989,7.2
"Saw ","Horror|Mystery|Thriller","English","R",2004,7.7
"Super Troopers ","Comedy|Crime|Mystery","English","R",2001,7.1
"The Algerian ","Action|Romance|Thriller","English","",2014,7.6
"The Amazing Catfish ","Comedy|Drama","Spanish","",2013,7
"The Day the Earth Stood Still ","Drama|Sci-Fi|Thriller","English","PG-13",2008,5.5
"Monsoon Wedding ","Comedy|Drama|Romance","Hindi","R",2001,7.4
"You Can Count on Me ","Drama","English","R",2000,7.7
"The Trouble with Harry ","Comedy|Mystery|Romance","English","Approved",1955,7.2
"Lucky Number Slevin ","Crime|Drama|Mystery|Thriller","English","R",2006,7.8
"But I'm a Cheerleader ","Comedy|Drama","English","R",1999,6.6
"Home Run ","Drama|Sport","English","PG-13",2013,6
"Reservoir Dogs ","Crime|Drama|Thriller","English","R",1992,8.4
"The Blue Bird ","Drama|Family|Fantasy","English","Approved",1940,6.5
"The Good, the Bad and the Ugly ","Western","Italian","Approved",1966,8.9
"The Second Mother ","Comedy|Drama","Portuguese","R",2015,7.9
"Blue Like Jazz ","Comedy|Drama","English","PG-13",2012,6
"Down and Out with the Dolls ","Comedy|Music","English","R",2001,6.1
"Pink Ribbons, Inc. ","Documentary","English","Not Rated",2011,7.4
"Certifiably Jonathan ","Comedy|Documentary","English","",2007,6.2
"Q ","Drama","French","",2011,5.6
"The Knife of Don Juan ","Comedy|Drama","Spanish","",2013,7.2
"Grand Theft Parsons ","Adventure|Comedy|Drama","English","PG-13",2003,6.1
"Extreme Movie ","Comedy","English","R",2008,3.8
"The Charge of the Light Brigade ","Action|Adventure|Romance|War","English","Approved",1936,7.1
"Below Zero ","Thriller","English","R",2011,4.5
"Crowsnest ","Action|Horror|Mystery|Thriller","English","R",2012,3.8
"Airborne ","Adventure|Comedy|Sport","English","PG",1993,6.2
"Cotton Comes to Harlem ","Action|Comedy","English","R",1970,6.6
"The Wicked Within ","Horror","English","R",2015,4.6
"Bleeding Hearts ","Horror","English","",2015,4.2
"Waiting... ","Comedy","English","R",2005,6.8
"Dead Man's Shoes ","Crime|Drama|Thriller","English","",2004,7.7
"Wolf Creek             ","Drama|Horror|Thriller","English","",NA,7.1
"From a Whisper to a Scream ","Action|Drama|Horror|Thriller","English","R",1987,5.9
"Sex with Strangers ","Documentary|Drama","English","",2002,4.7
"Dracula: Pages from a Virgin's Diary ","Comedy|Horror|Musical","English","",2002,7
"Faith Like Potatoes ","Drama","Zulu","PG",2006,6.9
"Beyond the Black Rainbow ","Sci-Fi|Thriller","English","R",2010,6.1
"The Raid: Redemption ","Action|Crime|Thriller","Indonesian","R",2011,7.6
"The Dead Undead ","Action|Horror|Sci-Fi","English","R",2010,3
"The Vatican Exorcisms ","Horror","English","R",2013,2.6
"Casablanca ","Drama|Romance|War","English","PG",1942,8.6
"Lake Mungo ","Drama|Horror|Mystery|Thriller","English","R",2008,6.1
"Rocket Singh: Salesman of the Year ","Comedy|Drama","Hindi","",2009,7.5
"Silent Running ","Drama|Sci-Fi","English","GP",1972,6.7
"Rocky ","Drama|Sport","English","PG",1976,8.1
"The Sleepwalker ","Drama","English","Not Rated",2014,4.9
"The Fog ","Fantasy|Horror","English","R",1980,6.8
"Tom Jones ","Adventure|Comedy|History","English","Unrated",1963,6.8
"Unfriended ","Horror|Mystery|Thriller","English","R",2014,5.7
"Taxi Driver ","Crime|Drama","English","R",1976,8.3
"The Howling ","Horror","English","R",1981,6.6
"Dr. No ","Action|Adventure|Thriller","English","Approved",1962,7.3
"Chernobyl Diaries ","Horror|Mystery|Sci-Fi|Thriller","English","R",2012,5
"Hellraiser ","Fantasy|Horror","English","R",1987,7
"God's Not Dead 2 ","Drama","English","PG",2016,3.4
"Cry_Wolf ","Drama|Horror|Mystery|Thriller","English","PG-13",2005,5.9
"Godzilla 2000 ","Action|Adventure|Drama|Sci-Fi|Thriller","Japanese","PG",1999,6
"Blue Valentine ","Drama|Romance","English","R",2010,7.4
"Transamerica ","Adventure|Comedy|Drama","English","R",2005,7.4
"The Devil Inside ","Horror","English","R",2012,4.2
"Beyond the Valley of the Dolls ","Comedy|Drama|Music","English","X",1970,6.2
"Love Me Tender ","Drama|Romance|Western","English","",1956,6.2
"An Inconvenient Truth ","Documentary","English","PG",2006,7.5
"Sands of Iwo Jima ","Action|Drama|Romance|War","English","Approved",1949,7.2
"Shine a Light ","Biography|Documentary|Music","English","PG-13",2008,7.2
"The Green Inferno ","Adventure|Horror","English","R",2013,5.4
"Departure ","Drama|Family|Romance","English","",2015,7
"The Sessions ","Biography|Comedy|Drama|Romance","English","R",2012,7.2
"Food, Inc. ","Documentary","English","PG",2008,7.9
"October Baby ","Drama","English","PG-13",2011,6.8
"Next Stop Wonderland ","Comedy|Drama|Romance","English","R",1998,6.7
"Juno ","Comedy|Drama|Romance","English","PG-13",2007,7.5
"The Skeleton Twins ","Comedy|Drama","English","R",2014,6.8
"Martha Marcy May Marlene ","Drama|Mystery|Thriller","English","R",2011,6.9
"Obvious Child ","Comedy|Drama","English","R",2014,6.8
"Frozen River ","Crime|Drama","English","R",2008,7.2
"20 Feet from Stardom ","Documentary|Music","English","PG-13",2013,7.4
"Two Girls and a Guy ","Comedy|Drama","English","R",1997,5.6
"Walking and Talking ","Comedy|Drama|Romance","English","R",1996,6.8
"The Full Monty ","Comedy|Drama|Music","English","R",1997,7.2
"Who Killed the Electric Car? ","Documentary","English","PG",2006,7.7
"The Broken Hearts Club: A Romantic Comedy ","Comedy|Drama|Romance|Sport","English","R",2000,7
"Bubba Ho-Tep ","Comedy|Fantasy|Mystery","English","R",2002,7.2
"Goosebumps ","Adventure|Comedy|Family|Fantasy|Horror","English","PG",2015,6.4
"Slam ","Drama","English","R",1998,7.2
"Brigham City ","Crime|Drama|Mystery","English","PG-13",2001,7.2
"Fiza ","Drama|Romance","Hindi","",2000,6.2
"History of the World: Part I ","Comedy","English","R",1981,6.9
"Orgazmo ","Comedy|Sci-Fi","English","NC-17",1997,6.2
"All the Real Girls ","Drama|Romance","English","R",2003,6.9
"Dream with the Fishes ","Comedy|Drama","English","R",1997,7
"Blue Car ","Drama","English","R",2002,6.7
"Luminarias ","Comedy|Romance","English","R",2000,3.6
"Palo Alto ","Drama","English","R",2013,6.3
"Ajami ","Crime|Drama","Arabic","",2009,7.4
"Wristcutters: A Love Story ","Comedy|Drama|Fantasy|Romance","English","R",2006,7.4
"I Origins ","Drama|Romance|Sci-Fi","English","R",2014,7.3
"The Battle of Shaker Heights ","Comedy|Drama|Romance","English","PG-13",2003,6.1
"The Lovely Bones ","Drama|Fantasy|Thriller","English","PG-13",2009,6.7
"The Act of Killing ","Biography|Crime|Documentary|History","Indonesian","Not Rated",2012,8.2
"Taxi to the Dark Side ","Crime|Documentary|War","English","R",2007,7.7
"Once in a Lifetime: The Extraordinary Story of the New York Cosmos ","Documentary|Sport","English","PG-13",2006,7.3
"Guiana 1838 ","Drama","English","Unrated",2004,7.4
"Lisa Picard Is Famous ","Comedy|Drama","English","PG-13",2000,5.7
"Antarctica: A Year on Ice ","Adventure|Biography|Documentary|Drama","English","PG",2013,7.6
"A Lego Brickumentary ","Documentary","English","G",2014,6.8
"Hardflip ","Action|Drama","English","PG-13",2012,5.6
"Chocolate: Deep Dark Secrets ","Thriller","Hindi","",2005,4.8
"The House of the Devil ","Horror","English","R",2009,6.4
"The Perfect Host ","Comedy|Crime|Thriller","English","R",2010,6.8
"Safe Men ","Comedy|Crime","English","R",1998,6.1
"Speedway Junky ","Crime|Drama|Romance","English","R",1999,5.2
"The Last Big Thing ","Comedy|Drama","English","R",1996,6.9
"The Specials ","Action|Comedy|Fantasy|Sci-Fi","English","R",2000,6
"16 to Life ","Comedy|Romance","English","",2009,6.3
"Alone with Her ","Crime|Drama|Thriller","English","Not Rated",2006,6.1
"Creative Control ","Drama|Sci-Fi","English","R",2015,5.5
"Special ","Comedy|Drama|Sci-Fi","English","R",2006,6.9
"Sparkler ","Comedy|Drama","English","R",1997,5.6
"The Helix... Loaded ","Action|Adventure|Comedy|Fantasy|Sci-Fi","English","R",2005,1.9
"In Her Line of Fire ","Action|Drama","English","R",2006,4.1
"The Jimmy Show ","Comedy|Drama","English","R",2001,5.4
"Heli ","Crime|Drama|Romance","Spanish","Not Rated",2013,6.8
"Karachi se Lahore ","Comedy|Family","Urdu","",2015,7
"Loving Annabelle ","Drama|Romance","English","Not Rated",2006,6.7
"Hits ","Comedy|Drama","English","",2014,5.8
"Jimmy and Judy ","Crime|Drama|Thriller","English","R",2006,6.2
"Frat Party ","Comedy","English","R",2009,2.8
"The Party's Over ","Drama","English","",1965,7.3
"Proud ","Drama","English","PG",2004,5.8
"The Poker House ","Drama","English","R",2008,6.5
"Childless ","Drama","English","R",2008,6.1
"ZMD: Zombies of Mass Destruction ","Comedy|Horror|Sci-Fi","English","R",2009,5.1
"Snow White: A Deadly Summer ","Horror","English","PG-13",2012,2.2
"Hidden Away ","Drama|Romance","Spanish","Unrated",2014,7.2
"My Last Day Without You ","Comedy|Drama|Romance","English","",2011,5.7
"Steppin: The Movie ","Comedy|Music","English","PG-13",2009,3.4
"Doc Holliday's Revenge ","Western","English","PG-13",2014,3.8
"Black Rock ","Horror|Thriller","English","R",2012,4.7
"Truth or Die ","Horror|Mystery","English","Not Rated",2012,5.6
"The Pet ","Drama|Thriller","English","",2006,3.9
"Bang Bang Baby ","Drama|Musical|Sci-Fi","English","",2014,5.4
"Fear Clinic ","Horror","English","R",2015,5.2
"Zombie Hunter ","Action|Comedy|Horror","English","Not Rated",2013,3.5
"A Fine Step ","Drama","","PG",2014,5.3
"Trance ","Crime|Drama|Mystery|Thriller","English","R",2013,7
"Charly ","Drama|Romance|Sci-Fi","English","PG",1968,7.1
"Banshee Chapter ","Horror|Thriller","English","R",2013,5.5
"Jesse             ","Comedy","English","",NA,5.9
"Ask Me Anything ","Drama","English","Not Rated",2014,6
"And Then Came Love ","Comedy|Romance","English","",2007,4.8
"Food Chains ","Documentary|News","English","",2014,7.1
